Frame,NoseX,NoseY,NoseZ,NeckX,NeckY,NeckZ,RSholderX,RSholderY,RSholderZ,RElbowX,RElbowY,RElbowZ,RWristX,RWristY,RWristZ,LSholderX,LSholderY,LSholderZ,LElbowX,LElbowY,LElbowZ,LWristX,LWristY,LWristZ,MidHipX,MidHipY,MidHipZ,RHipX,RHipY,RHipZ,RKneeX,RKneeY,RKneeZ,RAnkleX,RAnkleY,RAnkleZ,LHipX,LHipY,LHipZ,LKneeX,LKneeY,LKneeZ,LAnkleX,LAnkleY,LAnkleZ,REyeX,REyeY,REyeZ,LEyeX,LEyeY,LEyeZ,REarX,REarY,REarZ,LEarX,LEarY,LEarZ,LBigToeX,LBigToeY,LBigToeZ,LSmallToeX,LSmallToeY,LSmallToeZ,LHeelX,LHeelY,LHeelZ,RBigToeX,RBigToeY,RBigToeZ,RSmallToeX,RSmallToeY,RSmallToeZ,RHeelX,RHeelY,RHeelZ
24,-0.8354019158,0.0200851779,3.3624724175,-0.9195403851,0.0687329366,3.1274167458,-0.9595940737,0.1392445101,3.0514814828,-1.07661812,0.3200988207,3.0072371293,-1.0444025842,0.5057522355,3.0728030496,-0.8803752119,0.0155273278,3.1414525401,-0.9219815335,0.1010605953,3.5818889562,-0.9707759239,0.0071305835,4.1411538897,-1.0341756965,0.3298195162,3.294059468,-1.0926380606,0.3675641649,3.2589376457,-0.8294223556,0.500420963,3.2185096218,-0.8093386331,0.8423656433,3.418109379,-0.9722467664,0.2878171155,3.3320080961,-0.759598726,0.3712730165,3.4996590683,-0.8178052789,0.6784607422,3.6590879816,-0.8156788731,0.0021902832,3.1542589144,-0.8234186527,-0.0020446004,3.326805697,-0.8756177784,-0.0017486034,3.115937217,1,1,1,-0.6813786367,0.6831499447,3.5714472487,-0.7469173041,0.7007130067,3.8333370414,-0.8456941376,0.6834683201,3.4044174469,-0.6468505435,0.8954967156,3.4112075729,-0.6965043377,0.9275801703,3.3829148091,-0.8298674939,0.8744590722,3.4333025998
25,-0.8242169325,0.0208726351,3.3048015256,-0.9129106485,0.0655632113,3.1229816605,-0.9564618631,0.1367470486,3.0472990646,-1.0713181637,0.3176407181,3.0098746291,-1.0640152245,0.5104118256,3.1241859304,-0.8718990047,0.0105220558,3.1321449736,-0.9211760538,0.1053667239,3.6224423817,-0.9473328722,-0.0080334403,4.152729031,-1.0354790119,0.3301384312,3.2948538709,-1.0892238104,0.3620086288,3.2549021484,-0.8263365357,0.4994967687,3.2162106949,-0.8081665246,0.8406459255,3.4169992049,-0.9700188515,0.2821932432,3.3201190372,-0.7675416618,0.3649856674,3.4908360193,-0.8167772593,0.6772556451,3.6598746813,-0.8125237534,0.0032195017,3.1447335009,-0.8089872738,0.0001286981,3.2809316393,-0.8751807256,-0.0042479253,3.1108212109,1,1,1,-0.6620952572,0.6666299095,3.4770419164,-0.7423469899,0.6986292903,3.8102827126,-0.8401034885,0.6800999264,3.398091079,-0.6458102954,0.8980640865,3.4065588408,-0.7017712112,0.9287742146,3.3848289172,-0.828012198,0.8713633331,3.4272774147
26,-0.8101102049,0.0192861064,3.2670332777,-0.9083421321,0.0632498068,3.1129908359,-0.9533653698,0.1327630421,3.0418151466,-1.0690709603,0.3155765308,3.0099084988,-1.0567168943,0.5089497874,3.098741018,-0.863281291,0.0055182077,3.1229204975,-0.907350526,0.1055378074,3.6180003705,-0.9102315463,-0.021802372,4.07013444,-1.0353496039,0.3279397836,3.29408288,-1.0856513162,0.3563330176,3.2508762408,-0.8243545252,0.5012536569,3.2148029934,-0.8035288817,0.8431729866,3.4110559834,-0.9667718843,0.2759274449,3.3141434423,-0.7673953285,0.3687717261,3.4914206321,-0.8157568093,0.6752954877,3.6601786931,-0.8045477286,0.001809421,3.1334589372,-0.7949425898,-0.0028777886,3.242587928,-0.8699989338,-0.0036406344,3.1057365442,1,1,1,-0.6798998316,0.6707822346,3.5191749584,-0.7495474656,0.6914352226,3.7769771244,-0.835212719,0.6771012126,3.3902319439,-0.6453212329,0.9029095846,3.4045167732,-0.7023733323,0.9309964615,3.3824437305,-0.8277387464,0.8728861136,3.4277427818
27,-0.7995443405,0.0181281881,3.2375772615,-0.90419736,0.0548074777,3.1105619058,-0.9511054133,0.1298553395,3.0375425867,-1.0647292907,0.3167715584,3.0150661863,-1.0300479131,0.5030199162,3.0174939669,-0.8548304563,0.0007855553,3.1137566648,-0.8513334955,0.0554136181,3.491567168,-0.8631618135,-0.0348232601,3.9185404911,-1.0344446876,0.3241738646,3.2924395522,-1.0816931722,0.3505697706,3.2465871759,-0.8204765612,0.5001045051,3.213505435,-0.8041964696,0.8439367218,3.4129319526,-0.9635916368,0.2678423601,3.2984356308,-0.7616152478,0.3688333957,3.4899562147,-0.8150120402,0.6730544102,3.6601304181,-0.8014280381,0.0029415319,3.1268512036,-0.7855026325,-0.0026406486,3.217574725,-0.8664871912,-0.0031974068,3.1033763126,1,1,1,-0.66020549,0.6613855982,3.4345688012,-0.7102269152,0.6661931178,3.6173209892,-0.835695564,0.6822068372,3.4120519351,-0.646855387,0.9104983846,3.3995143521,-0.7057845049,0.933158667,3.382323854,-0.8280794819,0.8745378179,3.4302436767
28,-0.7904821287,0.0172830887,3.2204014697,-0.9006320113,0.0462144902,3.107168229,-0.9489156856,0.1231405153,3.0330735042,-1.0607500814,0.3152123361,3.0161289305,-1.052187778,0.5089579723,3.0873309762,-0.8462312609,-0.0040193229,3.1046370923,-0.8036959073,0.0212621946,3.4001011463,-0.8085465449,-0.0470280368,3.7168579441,-1.0327036152,0.3189939261,3.2898893986,-1.0777237206,0.3447425632,3.2423762036,-0.8176462531,0.5016972096,3.2133688886,-0.8044135483,0.8444941292,3.4132204922,-0.9610003966,0.2595101051,3.2864310693,-0.7614490348,0.3656365304,3.4837544508,-0.814468475,0.6741203358,3.660365341,-0.7926674023,0.0016065464,3.1241898398,-0.775911376,-0.0024675734,3.2071535237,-0.8574404187,-0.0053053258,3.0946296508,1,1,1,-0.6452913842,0.6515558031,3.3693074903,-0.6855813978,0.6447986055,3.4983655412,-0.8401003086,0.6932273633,3.4555330538,-0.6455436741,0.9187385853,3.3961335222,-0.7074636595,0.9363576766,3.3792646445,-0.8280580094,0.8754731479,3.4307181583
29,-0.7814367237,0.0142348922,3.1978700449,-0.8974895512,0.0399429515,3.1022599691,-0.9448861205,0.1204009921,3.0292714597,-1.0562249429,0.3119130977,3.0190658174,-1.0683464211,0.5084290139,3.137760772,-0.8377939419,-0.0088769144,3.0955498229,-0.7908105618,0.01984058,3.3844047609,-0.7773309284,-0.0424278069,3.5807375921,-1.0303522795,0.3130521304,3.2866774037,-1.073746016,0.3388686748,3.2382222267,-0.8177418201,0.4979968234,3.21191845,-0.8043018257,0.8446307934,3.4123504562,-0.9593793522,0.2566707349,3.2868549257,-0.7626785063,0.3627630057,3.4784176633,-0.8178539443,0.6865150119,3.664318985,-0.7873541315,0.0006322155,3.1176548044,-0.7683709445,-0.0069339111,3.1779351777,-0.8492167506,-0.0068437774,3.0904072036,1,1,1,-0.6352168852,0.6441114318,3.3195156774,-0.6675940198,0.6362080148,3.4110063324,-0.8473674273,0.7085648436,3.5148234119,-0.6480983593,0.922591395,3.3861016706,-0.7113907421,0.9389626102,3.3778423681,-0.8277721816,0.8758856365,3.4297136748
30,-0.7729438976,0.0098489353,3.1930423413,-0.8946557338,0.0353657079,3.0970567689,-0.9419451674,0.1140790688,3.0259562486,-1.0548133921,0.3116664187,3.019858505,-1.0801397066,0.5080429569,3.1745666455,-0.829204611,-0.0137729786,3.0864861299,-0.8032889254,0.0423066138,3.4242785313,-0.7631934031,-0.0255625472,3.4927375586,-1.0275555469,0.3062841418,3.2832525244,-1.0697622882,0.3329607165,3.2341098476,-0.8180817252,0.4979976816,3.2124807936,-0.804760598,0.8477022551,3.4136065594,-0.9576559306,0.2532476572,3.2871642746,-0.7649266095,0.3601254691,3.4737121734,-0.8214054329,0.6807025979,3.6607207785,-0.7769925247,-0.0025102998,3.1142360304,-0.7580047955,-0.0147862955,3.1557998806,-0.8418639764,-0.014720512,3.0827328211,1,1,1,-0.6284043871,0.6381378912,3.2810141821,-0.6533854187,0.6299382255,3.3480582247,-0.8507801952,0.7170572463,3.5467495511,-0.6502330366,0.9256735005,3.3804009232,-0.7137165866,0.9403234923,3.3746430788,-0.8283740406,0.8769971573,3.431952277
31,-0.7672857736,0.0066478718,3.1727691867,-0.8920471773,0.0298637854,3.0916383082,-0.9389882625,0.1070336464,3.0213754127,-1.0532428681,0.3090549756,3.0190862622,-1.0884768065,0.5077611956,3.2011590276,-0.8221252726,-0.0189672778,3.0790605812,-0.8342788347,0.0822068994,3.5044396791,-0.7612500606,0.0002542685,3.4395876852,-1.0247039004,0.2991833176,3.2794021164,-1.0657741644,0.3270278925,3.2297576722,-0.8207612087,0.495566902,3.2126210605,-0.8059058988,0.8485931614,3.4145233184,-0.9558577896,0.2491284079,3.2871198948,-0.7679181547,0.3573900107,3.4697375884,-0.8169734033,0.67456935,3.6626873054,-0.7737526696,-0.004803845,3.1106602346,-0.7504391261,-0.0205173095,3.139104259,-0.8364975998,-0.0269530469,3.0687568782,1,1,1,-0.6245129525,0.6348587645,3.2523737924,-0.6419347346,0.6256324149,3.3026562515,-0.8513798893,0.7205538116,3.5589742409,-0.6515208614,0.9276527998,3.3748894871,-0.7148737773,0.9405062551,3.3698766915,-0.8239504918,0.8756471442,3.4352070442
32,-0.760724821,0.0018801896,3.1671582619,-0.8877119327,0.0212555859,3.0868732097,-0.9387212772,0.0997303389,3.0166813371,-1.0529070996,0.3149835603,3.026897488,-1.0951018996,0.508906335,3.2213777812,-0.8158778366,-0.0243792421,3.0731007782,-0.8490620974,0.0713447558,3.6804627469,-0.7684767229,0.0328744779,3.4121431411,-1.021542019,0.2915694193,3.275241139,-1.0617828321,0.3213470767,3.2255006392,-0.8140718144,0.4964943748,3.2156951517,-0.8072821019,0.8476224465,3.4151924093,-0.9540051151,0.2447712183,3.2870875045,-0.7714522965,0.354853241,3.4660262935,-0.8167104324,0.6703631934,3.6652031877,-0.7670655822,-0.0153929297,3.0991353072,-0.7422158071,-0.0314539598,3.1161128148,-0.829879421,-0.0380421362,3.0569356858,1,1,1,-0.6227534379,0.6335461391,3.2309304693,-0.6387104919,0.6160060967,3.2606047483,-0.850196635,0.7201340398,3.556549794,-0.6916334229,0.8888441037,3.3897779345,-0.761915058,0.919837615,3.401788437,-0.8534108938,0.8492671617,3.4267762674
33,-0.7572871316,-0.0015994736,3.1679259751,-0.8837374127,0.0149729449,3.0809640262,-0.9382562635,0.0944000653,3.0121747702,-1.0502306351,0.3147178454,3.0325984627,-1.1002073388,0.5110928888,3.2372149377,-0.8105077155,-0.029950068,3.0679405843,-0.8620128195,0.0734128676,3.7848881868,-0.7821259,0.0701899456,3.4031893156,-1.0181537147,0.283581057,3.2711236506,-1.0577891582,0.3155800314,3.2213130452,-0.8154031943,0.4944697229,3.2149670397,-0.8090969838,0.8455631952,3.4156807412,-0.9521126398,0.2399702133,3.2867937084,-0.775382449,0.3524614829,3.4625071594,-0.8203006916,0.6686441372,3.6605556397,-0.7619148967,-0.0231213075,3.0904537544,-0.7372946937,-0.0394360061,3.103114839,-0.825859653,-0.0464055954,3.0507394678,1,1,1,-0.6336262966,0.6477168754,3.2911940887,-0.6363572984,0.6106013254,3.2299137199,-0.8474419507,0.7171261098,3.5434337656,-0.6898413625,0.8783501278,3.3617416809,-0.7722039416,0.9150186725,3.4021157483,-0.8789647284,0.8400096751,3.4646585798
34,-0.7596409671,-0.0041390842,3.1503858196,-0.8754335097,0.0103875984,3.0809737448,-0.935215314,0.0859171426,3.0072647432,-1.0463861406,0.3123626653,3.0378399085,-1.1033931995,0.5099871695,3.2476929632,-0.8055077412,-0.0353666817,3.0636341364,-0.8736260734,0.0849180459,3.8367883865,-0.800732666,0.1109322186,3.4080009826,-1.0146001569,0.2755895507,3.2667677462,-1.0537937752,0.3097500518,3.2169059747,-0.8161047375,0.4856978255,3.2128146944,-0.8109618765,0.8424393262,3.4160371471,-0.950191116,0.2351154486,3.2865792831,-0.7769000653,0.350445717,3.4604790537,-0.8221105514,0.6676596509,3.6579741243,-0.7678813246,-0.0330843153,3.0773636716,-0.7372150803,-0.045261653,3.0901163164,-0.8313006929,-0.0546708639,3.0527009457,1,1,1,-0.6534486584,0.672917891,3.4108208562,-0.6346398348,0.6082776239,3.2072439072,-0.843540368,0.7122292286,3.522784709,-0.6839407828,0.8933842864,3.353706781,-0.7553991604,0.9214973771,3.3793913564,-0.8660067591,0.8486520601,3.4590775361
35,-0.7489317136,-0.0216616635,3.1243465917,-0.8723446761,0.0070410117,3.0753075573,-0.9332660521,0.0708107792,3.004491659,-1.0443907289,0.3109139079,3.0440967511,-1.1032869742,0.5189057907,3.2547999726,-0.8010480724,-0.0409409008,3.0596806336,-0.8726464671,0.1076333081,3.6931224505,-0.8229576973,0.1541755241,3.4225891526,-1.0111961463,0.2673255936,3.2622378354,-1.049797145,0.3038741402,3.2126088769,-0.853087843,0.4979364894,3.2393400646,-0.8131334255,0.8388086088,3.4162972678,-0.9487887037,0.2261691044,3.2775076312,-0.776656907,0.3489745227,3.4592690095,-0.8228911539,0.6669411297,3.6566303337,-0.7587280743,-0.0449484103,3.0672696437,-0.732024007,-0.0538359646,3.0779278633,-0.8236550849,-0.0628644684,3.0441367383,1,1,1,-0.6665651049,0.6896897584,3.4900250231,-0.6333863546,0.6079324659,3.1906984852,-0.8388017286,0.7059537082,3.4963675625,-0.6828761558,0.9032762489,3.3527053711,-0.7485374194,0.9259556632,3.370370474,-0.8568196219,0.8463146523,3.4512220591
36,-0.7397648504,-0.0347205654,3.1185796774,-0.8692798413,-0.002155379,3.0682004073,-0.9310329268,0.057624244,3.0003064911,-1.0407731403,0.3052638858,3.0483931126,-1.105370696,0.5156893674,3.2594466669,-0.7967125859,-0.0466301472,3.0559847254,-0.8659880709,0.1166475272,3.5847567288,-0.8410695918,0.1703374779,3.4310749882,-1.0076311254,0.2591329461,3.2578510833,-1.0457996043,0.2979647054,3.2083920418,-0.8498222372,0.4876877111,3.2281717894,-0.8152586295,0.8345378149,3.4164871153,-0.9437128187,0.217478421,3.2738584607,-0.7748585023,0.3476306245,3.4589261787,-0.8226504031,0.6666868777,3.6564600451,-0.7479952882,-0.0536073464,3.0623339859,-0.7233725226,-0.0625252786,3.0776771952,-0.817534673,-0.0710057695,3.035724955,1,1,1,-0.6755977495,0.7000395081,3.5381060686,-0.6316610412,0.6001161805,3.1743004124,-0.8345327935,0.7048855894,3.4989698253,-0.6856111752,0.9094152114,3.3565671539,-0.7489325447,0.9289393594,3.3716211692,-0.8503846031,0.835963711,3.4414364448
37,-0.7352357219,-0.0439813676,3.1046451071,-0.8629906476,-0.0180526189,3.0646342353,-0.9294030941,0.0458388835,2.9967116599,-1.0365119284,0.2916847848,3.0472062859,-1.1060810188,0.5106403187,3.2606767781,-0.7927378895,-0.0524033457,3.0527469774,-0.8705839492,0.0843240045,3.7458355523,-0.8515868834,0.1383678731,3.497783314,-1.0039485922,0.2507221873,3.2532986585,-1.0418013993,0.2920308038,3.2042337861,-0.843656668,0.4807480164,3.2227222552,-0.817620165,0.8300700215,3.4166256743,-0.9389275907,0.2084340176,3.2668726369,-0.7721951666,0.3466497887,3.4592162782,-0.820313443,0.6694730317,3.6584970108,-0.7442143742,-0.0599270171,3.0571107895,-0.7208404774,-0.0688671204,3.0734419036,-0.8111766349,-0.0831612403,3.022831762,1,1,1,-0.6816498566,0.7057021152,3.5634720975,-0.6549860473,0.627370571,3.3255067328,-0.8303365128,0.7076180602,3.52302188,-0.6803130944,0.9179480383,3.3472286225,-0.7367937386,0.9321976164,3.3495707033,-0.8478492942,0.8408363265,3.4429394738
38,-0.7359825088,-0.0507403065,3.0920436417,-0.8619125494,-0.0293849645,3.058519456,-0.9301046644,0.0329149119,2.9935476822,-1.0342123781,0.2893385363,3.0555253991,-1.1068695997,0.5093867078,3.2621148796,-0.7890265133,-0.058237816,3.0495734585,-0.8423299457,0.0407413226,3.7085984216,-0.8565613012,0.0709995932,3.6072551188,-0.9961279502,0.2405313041,3.225121728,-1.0375325531,0.2860790453,3.1998481279,-0.8440195775,0.4781145292,3.2192852589,-0.8225855916,0.8173537628,3.4194283628,-0.9348948093,0.1994016101,3.2604232958,-0.7689005666,0.3456637756,3.4596981617,-0.8102329846,0.6712363327,3.6586328964,-0.747128178,-0.0667006392,3.0489761727,-0.720343261,-0.0734956742,3.0668387715,-0.8076168851,-0.0985165843,3.0088290895,1,1,1,-0.6839056997,0.7106454024,3.5992753336,-0.6703887208,0.6483426435,3.4580165358,-0.8261932586,0.7131243679,3.5624587759,-0.6769866355,0.9225547316,3.343654828,-0.7282044626,0.934575635,3.3342877764,-0.8446481338,0.8327758576,3.4378228573
39,-0.7327453596,-0.0556732762,3.0863585712,-0.8627466433,-0.0400872124,3.0521655289,-0.927915139,0.0234824316,2.9893473793,-1.0344251591,0.2851947354,3.0599761149,-1.1069048282,0.5057702055,3.2615435317,-0.7852371636,-0.0641170052,3.0464468168,-0.7901006599,-0.0110587868,3.5266216237,-0.8577604433,-0.0219340338,3.7476674271,-0.9960933836,0.2425490187,3.2388668092,-1.0333363374,0.280114254,3.1955666577,-0.836990227,0.4807851506,3.2167767885,-0.8172944224,0.8245524093,3.4158006072,-0.9322216651,0.1979423316,3.2651717516,-0.7651452422,0.3446739839,3.4605901738,-0.8139522293,0.6835996717,3.6598126966,-0.7427710505,-0.0716443252,3.0435794856,-0.7172788086,-0.0793052014,3.0693137343,-0.8031277304,-0.1097235868,2.999960107,1,1,1,-0.6866327377,0.7180354169,3.6308092273,-0.6800093291,0.662028043,3.5304139333,-0.8201976119,0.7195745182,3.5963745175,-0.6705064969,0.9296990852,3.3456391718,-0.7222057891,0.9368515295,3.3247545644,-0.840150537,0.8449934406,3.43597962
40,-0.7233586849,-0.0641363852,3.0908543565,-0.857411965,-0.0478981816,3.0502297167,-0.9260469712,0.0165981944,2.9852011894,-1.0302579565,0.2732552531,3.0637647545,-1.1085514767,0.5039411924,3.2659893488,-0.7816610616,-0.0700288322,3.0436245443,-0.758195033,-0.0437318068,3.412717923,-0.8594460983,-0.0808459092,3.8466344473,-0.9866126881,0.22727195,3.2097259207,-1.0291931306,0.2741399509,3.1913612284,-0.8348316175,0.4832745994,3.2171072467,-0.8158641013,0.8373706707,3.4234188483,-0.9281094377,0.1893129123,3.2608028525,-0.7610536609,0.3439515905,3.4617815158,-0.816666697,0.6947842276,3.6612140788,-0.7339177477,-0.0860586922,3.0345077789,-0.7042359885,-0.0962425907,3.0532897605,-0.801472286,-0.1181731041,2.9991604157,1,1,1,-0.6718733642,0.7236991293,3.6689527916,-0.6827083709,0.6733670279,3.6056756898,-0.8128500081,0.7267135263,3.6262606788,-0.6690188826,0.9324819413,3.3387125903,-0.7175575383,0.9379722646,3.3161758716,-0.8322753384,0.8541805238,3.436255282
41,-0.7229916277,-0.0700429766,3.0827890167,-0.8529781707,-0.0535989689,3.0469257828,-0.9222520947,0.0115737767,2.9813646499,-1.0288374869,0.2621098902,3.0646387762,-1.1062412421,0.4866670821,3.2586980086,-0.777970441,-0.0756943234,3.0407542577,-0.7408523461,-0.0621748833,3.3484969494,-0.861756988,-0.1149272205,3.9153528814,-0.9826649796,0.2204445757,3.2219569944,-1.025088612,0.2681587057,3.1872112972,-0.8332561698,0.4848213519,3.2170782733,-0.8123887844,0.8388914689,3.4179025696,-0.9215961234,0.1857163463,3.2624770504,-0.7567166647,0.3431542,3.4629211655,-0.8189179906,0.7051084559,3.6625070252,-0.7325891876,-0.0987401781,3.0219434136,-0.7039020786,-0.1064429894,3.0434858563,-0.8029656322,-0.1267713377,3.0004678595,1,1,1,-0.6646133579,0.7264819735,3.6965214788,-0.684948406,0.6886667771,3.6430448614,-0.8058664679,0.7276013876,3.6402383778,-0.6676630003,0.9339726791,3.3317661743,-0.7192980094,0.9393305385,3.3115357032,-0.8254470487,0.8573736287,3.4321339728
42,-0.7154295156,-0.0767852715,3.0850072648,-0.852984068,-0.0596507466,3.0401919277,-0.9213735211,0.0035842372,2.9780242629,-1.0307724843,0.2542456725,3.0677080814,-1.1059059129,0.4745999924,3.2571586562,-0.7744663958,-0.0814501843,3.0381190844,-0.7341383304,-0.0702323238,3.3205366056,-0.8642540451,-0.1306159426,3.961994573,-0.9757314259,0.2127600969,3.2254806434,-1.0210123297,0.2621723937,3.1828317145,-0.829404777,0.4859502397,3.2159765025,-0.8101225022,0.8405417266,3.4160377976,-0.913870703,0.1809301653,3.2699125462,-0.7522005539,0.3425722295,3.4642932442,-0.8205610832,0.7148047795,3.6639909864,-0.7267567344,-0.108265838,3.019797451,-0.7041986889,-0.1146981556,3.0352499128,-0.8016241358,-0.1308854554,3.0006116206,1,1,1,-0.6628267182,0.727162234,3.7163721578,-0.6868534379,0.7071274218,3.6530285217,-0.8021203554,0.7287897,3.6423352282,-0.6664032618,0.9347905287,3.3256157509,-0.7157054695,0.9403218664,3.3084192613,-0.8196529953,0.8588936279,3.4261543426
43,-0.7088297302,-0.0841374994,3.0920293637,-0.8527182159,-0.064067599,3.034736953,-0.9204621434,-0.0044081283,2.9745056774,-1.0305637929,0.24580446,3.0653555391,-1.103229769,0.4609300901,3.2565754818,-0.7708283653,-0.0872720009,3.0353853509,-0.7354517406,-0.0707098725,3.3190408572,-0.8671571316,-0.133151104,3.9925236911,-0.9722919521,0.2103935023,3.2412900111,-1.0169566556,0.2561823838,3.1785546785,-0.8263237056,0.4865039951,3.2135514446,-0.8144119069,0.8401252196,3.4184589922,-0.909583134,0.1806788754,3.2896575758,-0.7472835612,0.3418773257,3.4658349597,-0.8217602841,0.7240428307,3.6656143588,-0.7197983926,-0.1173793314,3.0166102964,-0.7049554805,-0.1212634498,3.028428492,-0.7971330223,-0.1357792122,2.9958537319,1,1,1,-0.6650347811,0.726578093,3.7305898963,-0.6882438136,0.7276248701,3.6430250365,-0.8007370596,0.7301972949,3.635490759,-0.6703466613,0.9329560252,3.3211269026,-0.7284823807,0.9426663181,3.3201928686,-0.8221781467,0.8616239271,3.4285440519
44,-0.7142788539,-0.0911244146,3.0733806523,-0.8473912174,-0.0675613674,3.0356184854,-0.9195268239,-0.0080800568,2.9708570347,-1.0314921056,0.2304583823,3.0598563638,-1.1004661333,0.4506830407,3.2531781373,-0.7673627027,-0.0931419548,3.0325796838,-0.7423537616,-0.0656552842,3.3368601294,-0.870356556,-0.1260862208,4.0112931475,-0.9711324546,0.2132589135,3.2493163492,-1.0164280529,0.2523509247,3.1829974843,-0.8265064108,0.4869081501,3.212862156,-0.8126796904,0.8449542025,3.4202260861,-0.9083449719,0.180495473,3.3024474258,-0.7423441436,0.3413701545,3.4672303274,-0.7883256746,0.720519229,3.6559929185,-0.7271470758,-0.1237606018,3.0110422968,-0.7060481325,-0.1268655577,3.0223692956,-0.7992583352,-0.141782296,2.9961634033,1,1,1,-0.6701583528,0.7248009803,3.740426312,-0.6895287269,0.7496088669,3.6181639013,-0.801348407,0.732035088,3.622120523,-0.6756561328,0.9316171242,3.3178507445,-0.7375373738,0.9416758395,3.3274349817,-0.8178075198,0.8649674001,3.4256955108
45,-0.7139333636,-0.1027075203,3.0597700061,-0.8499870897,-0.0698411165,3.0278870238,-0.920465124,-0.0129212408,2.9671134707,-1.0346010347,0.2192581428,3.0563831372,-1.0949370803,0.4380713272,3.2477268881,-0.7640228418,-0.0990470415,3.0299916727,-0.7536047516,-0.0568332564,3.3687763493,-0.8735021047,-0.1117446485,4.0214798879,-0.9654233907,0.202382718,3.2392351056,-1.0163124118,0.2471231522,3.1867803509,-0.8242083511,0.4823403084,3.2112784581,-0.8108751305,0.8352409514,3.4190843827,-0.905009901,0.1773898995,3.3023265509,-0.7373883592,0.3407298426,3.4687890403,-0.776080662,0.7192983312,3.651402176,-0.7257565613,-0.130579182,3.0056277458,-0.7054948168,-0.1333856272,3.0211889032,-0.799999013,-0.1458934533,2.993687853,1,1,1,-0.6774097905,0.7221531846,3.7473352027,-0.6907366691,0.7729479682,3.5824590024,-0.8031453762,0.7339167022,3.604257653,-0.6765594993,0.9273980611,3.3124879426,-0.7395534486,0.9358199768,3.3238054379,-0.8151579574,0.8606537078,3.4263180828
46,-0.7109796475,-0.1119718467,3.0676666705,-0.8448576095,-0.073936383,3.0287280137,-0.9211499365,-0.0210472044,2.9638409414,-1.041462723,0.2159465294,3.0606021297,-1.0871195483,0.4329190897,3.2391556722,-0.7605046402,-0.1049777696,3.0272923603,-0.7677596534,-0.0449914299,3.410981139,-0.8768784888,-0.092362386,4.0254025864,-0.9642283842,0.2025494805,3.2497076826,-1.0154175432,0.2454689446,3.1871098467,-0.8184787833,0.4844096216,3.2136346368,-0.8157716766,0.8392282,3.4231139294,-0.9044669138,0.1783651906,3.3184477039,-0.7353923481,0.3462059515,3.4715475945,-0.779030589,0.7197580476,3.6502129008,-0.7217699846,-0.1358258366,3.0076194061,-0.7021192644,-0.1389547281,3.037887555,-0.8002694358,-0.1510552056,2.9908004631,1,1,1,-0.686214238,0.7191400825,3.7521074574,-0.6916182782,0.7970059278,3.5391100061,-0.805807664,0.7358302991,3.5828457057,-0.6793800654,0.9240486479,3.3080336225,-0.7493997109,0.9383000171,3.3362851858,-0.8188974712,0.8656100726,3.4283934005
